country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
Germany,Plam Oil,Spring,85.23,2020.9206200358608,30.51,60.88
France,Paddy,Rainy Season,78.3,2021.6074012798306,63.77,29.25
Australia,Wheat,Spring,44.92,2021.6126876574776,39.42,29.32
France,Wheat,Summer,17.77,2020.121392497204,39.97,17.08
France,Maze,Summer,30.32,2020.6451546502763,47.1,60.8
Africa,Sugar Cane,Rainy Season,65.21,2020.0673396994773,36.54,66.9
India,Cotton,Fall,91.81,2020.109974689057,39.57,73.69
France,Wheat,Spring,82.48,2021.1426756024468,31.12,84.65
Germany,Sugar Cane,Rainy Season,78.72,2020.003661675277,69.14,72.03
Australia,Sugar Cane,Spring,25.32,2020.3857439411202,62.3,27.91
France,Maze,Spring,90.1,2021.316349225967,83.0,51.73
Africa,Maze,Fall,68.55,2020.9282847004702,32.72,55.43
Germany,Cotton,Summer,23.85,2020.785681546276,26.01,58.2
United States,Cotton,Spring,45.49,2021.152870413592,76.12,40.53
France,Apples,Winter,15.22,2021.4082760218882,87.02,26.0
United States,Maze,Spring,15.1,2021.5717571301382,78.89,56.62
France,Wheat,Winter,52.17,2021.349127592652,56.5,34.28
Australia,Sugar Cane,Rainy Season,57.3,2021.1057455636856,53.47,73.24
Germany,Plam Oil,Spring,43.48,2021.803784802407,46.76,56.09
China,Wheat,Winter,82.3,2020.7833106677522,53.26,26.91
Australia,Sugar Cane,Rainy Season,43.12,2020.5855729544462,55.37,35.81
Australia,Maze,Summer,50.33,2020.2430580771236,85.77,43.49
Australia,Plam Oil,Winter,40.77,2021.6905127332186,43.05,19.29
United States,Paddy,Rainy Season,16.53,2021.531440687645,81.51,26.17
United States,Cotton,Fall,90.82,2020.495098173077,53.51,78.13
Africa,Plam Oil,Summer,50.42,2021.3753465398072,46.89,76.06
France,Plam Oil,Summer,43.55,2021.522677313194,44.43,30.8
United States,Apples,Summer,90.63,2021.736520145025,10.7,92.3
Africa,Sugar Cane,Rainy Season,90.7,2021.0344598714487,16.23,42.9
Australia,Apples,Fall,61.91,2020.5446279846956,20.38,37.95
United States,Cotton,Summer,54.68,2021.4462152521153,65.39,30.63
Germany,Plam Oil,Winter,47.49,2021.836343984993,32.26,38.69
Germany,Plam Oil,Spring,43.05,2021.0554836048677,20.61,42.07
Germany,Plam Oil,Rainy Season,57.6,2020.5791707048047,17.92,60.47
India,Maze,Rainy Season,43.67,2021.0199824337992,43.72,27.4
China,Plam Oil,Spring,68.43,2021.2594554801635,29.66,91.24
India,Cotton,Spring,82.51,2020.5820759540675,71.48,80.39
India,Maze,Spring,36.53,2021.8087441130103,66.76,90.13
Germany,Maze,Rainy Season,71.57,2020.5183641374206,29.55,92.72
France,Paddy,Spring,33.13,2020.6623763236169,35.54,40.03
France,Sugar Cane,Fall,84.86,2021.1450785066486,42.68,78.35
India,Apples,Summer,44.3,2021.6209109806648,62.31,87.1
France,Apples,Rainy Season,27.56,2021.7412446780575,59.73,76.67
Africa,Wheat,Spring,18.29,2021.6060061014555,80.36,76.85
Africa,Apples,Fall,81.43,2020.277160646319,68.86,38.13
Africa,Plam Oil,Spring,89.72,2021.7061410459175,80.91,13.75
Australia,Maze,Summer,73.56,2021.4047728584067,41.01,80.97
United States,Cotton,Fall,24.08,2021.9141839892914,74.96,82.23
United States,Paddy,Rainy Season,37.42,2021.1869670794622,90.95,43.33
France,Plam Oil,Spring,12.07,2021.5462038443568,57.62,46.05
India,Maze,Summer,76.07,2021.264620587118,40.99,43.89
China,Sugar Cane,Rainy Season,68.2,2020.2039722085588,39.91,40.6
Australia,Plam Oil,Rainy Season,30.92,2021.396110584058,81.47,51.68
China,Maze,Rainy Season,43.37,2021.1726937094381,87.03,62.95
France,Cotton,Fall,15.3,2020.7859939772593,35.39,70.73
India,Maze,Fall,92.15,2021.6177011020857,29.48,84.84
India,Wheat,Winter,76.03,2021.9370291873627,56.2,20.04
Australia,Wheat,Winter,67.05,2020.5582049269033,17.5,80.89
China,Paddy,Rainy Season,66.67,2021.5425557979736,90.67,12.84
Africa,Paddy,Summer,36.67,2020.5060778757033,17.93,62.85
United States,Paddy,Fall,27.4,2020.2158292011393,35.49,51.88
China,Paddy,Rainy Season,90.31,2021.2907133555864,53.22,82.13
Germany,Plam Oil,Rainy Season,29.6,2020.5340772098314,26.69,82.47
India,Wheat,Winter,80.07,2020.4342756075705,45.21,29.49
India,Paddy,Spring,46.52,2021.2957734046663,14.86,44.62
France,Sugar Cane,Fall,47.9,2020.393619417551,22.16,28.65
India,Paddy,Fall,50.48,2020.5360611343222,15.67,27.59
China,Maze,Fall,83.71,2021.2955190277255,71.3,14.42
Africa,Sugar Cane,Spring,44.07,2020.6346063962828,52.23,61.07
France,Sugar Cane,Rainy Season,20.48,2020.2895215210044,17.9,35.32
Africa,Paddy,Spring,88.41,2021.3099315666261,88.99,90.97
Australia,Wheat,Winter,58.23,2020.3860173794671,63.68,91.27
United States,Wheat,Fall,37.74,2020.1115091035974,50.73,87.01
France,Maze,Summer,69.72,2020.4517235550704,36.41,49.98
France,Paddy,Fall,62.37,2020.880246653475,28.24,90.99
Germany,Paddy,Fall,55.22,2020.651568573903,44.51,43.6
United States,Wheat,Rainy Season,66.7,2021.737261384101,84.36,83.08
Africa,Sugar Cane,Winter,47.16,2020.9311152192026,22.66,86.62
United States,Plam Oil,Rainy Season,54.63,2021.931676564606,59.86,43.36
France,Paddy,Summer,66.03,2020.988772173849,69.21,14.9
China,Paddy,Rainy Season,11.04,2020.1084329017988,87.99,48.39
India,Maze,Fall,89.89,2020.4566709877986,58.29,58.08
Africa,Maze,Rainy Season,61.91,2020.878162254264,83.78,32.75
India,Maze,Summer,71.59,2020.6698282721752,26.32,51.23
France,Apples,Rainy Season,47.51,2021.8244372155364,17.71,33.96
Germany,Paddy,Fall,39.07,2020.5685211299135,61.42,56.24
Germany,Sugar Cane,Summer,82.69,2021.6498383808314,72.47,19.91
India,Wheat,Summer,32.73,2020.2697980491434,14.75,13.8
India,Cotton,Winter,22.34,2021.6814025283504,51.14,61.87
France,Sugar Cane,Fall,22.44,2021.8974129777148,35.12,83.28
Australia,Paddy,Rainy Season,29.13,2021.0502286527499,85.99,14.09
Germany,Wheat,Spring,57.69,2021.3810770671175,75.43,12.85
China,Apples,Fall,13.59,2021.4403996497945,78.48,27.94
India,Plam Oil,Rainy Season,59.03,2020.4908276859076,32.82,80.53
Africa,Cotton,Rainy Season,81.18,2020.988378437188,46.85,77.08
Africa,Cotton,Summer,35.0,2020.8658546155284,56.31,77.79
Germany,Plam Oil,Summer,72.52,2021.1068023050996,75.74,74.73
India,Apples,Rainy Season,16.35,2020.1260184613482,87.61,26.4
Germany,Wheat,Winter,43.98,2021.1822380541241,48.45,15.85
United States,Plam Oil,Spring,77.05,2021.9505829318061,24.54,33.66
Australia,Apples,Fall,43.94,2020.131585418552,16.42,25.08
Germany,Paddy,Fall,56.46,2021.765695527912,14.7,87.94
France,Paddy,Summer,15.77,2020.8434396825373,56.85,71.93
France,Sugar Cane,Winter,55.47,2021.1842506877185,65.29,54.11
United States,Wheat,Spring,91.62,2021.2418460876313,36.7,19.89
China,Apples,Spring,91.89,2020.7014081386196,29.28,16.44
France,Wheat,Summer,13.97,2021.521956384231,10.78,20.44
China,Apples,Spring,81.09,2021.2427221357957,66.65,92.0
United States,Apples,Fall,72.57,2021.0270931777432,13.0,64.91
India,Cotton,Winter,80.12,2020.8210150816828,74.6,81.64
Australia,Cotton,Fall,78.6,2021.184674829964,48.63,89.52
Germany,Paddy,Fall,43.66,2020.254674982976,40.35,90.88
Germany,Plam Oil,Summer,16.19,2020.7484486914839,60.76,58.36
France,Cotton,Rainy Season,51.22,2021.1996473251118,25.37,63.14
United States,Apples,Rainy Season,15.51,2021.500294000596,61.68,57.67
Germany,Plam Oil,Rainy Season,60.28,2020.9131591040916,15.33,73.68
United States,Apples,Winter,33.91,2021.8131236050265,35.13,89.27
Africa,Plam Oil,Fall,17.98,2021.7856710450471,15.13,87.42
China,Plam Oil,Summer,16.31,2020.1967331362046,48.92,32.28
China,Apples,Summer,22.92,2021.5790725710287,49.19,27.95
China,Sugar Cane,Fall,61.25,2021.2669527228238,79.46,11.51
United States,Plam Oil,Fall,11.08,2020.8558500306494,64.58,72.92
Australia,Paddy,Summer,38.05,2021.8666746852075,28.99,17.25
Germany,Cotton,Rainy Season,77.54,2020.4661993199409,48.78,35.52
Africa,Paddy,Fall,75.64,2020.104795027529,81.82,46.88
India,Plam Oil,Winter,20.61,2021.5151611747897,91.91,71.97
United States,Apples,Winter,20.61,2021.9867184550671,16.25,49.5
Australia,Paddy,Summer,53.84,2020.573683785985,70.16,60.23
Africa,Cotton,Fall,26.09,2021.3943527081308,16.0,40.48
France,Plam Oil,Spring,57.57,2021.469010679577,79.14,52.29
France,Sugar Cane,Spring,90.72,2020.2931638401644,44.72,45.61
Africa,Apples,Winter,64.65,2020.5522986101728,33.14,24.45
Germany,Maze,Winter,44.13,2020.740183892266,85.09,42.91
India,Maze,Fall,74.94,2021.6730513820619,54.6,73.24
India,Cotton,Fall,79.02,2021.7915047150857,11.52,77.6
France,Plam Oil,Summer,15.21,2021.336712592687,15.58,53.19
United States,Wheat,Rainy Season,39.84,2021.0253819369375,19.23,22.21
Germany,Plam Oil,Spring,87.22,2021.994755180201,88.82,57.8
Germany,Maze,Summer,19.96,2021.935387765725,17.39,53.34
China,Paddy,Rainy Season,15.97,2020.2935308283759,79.05,86.84
United States,Wheat,Spring,73.26,2020.3282725666757,25.24,91.28
Africa,Wheat,Rainy Season,34.52,2021.7180795751221,10.52,21.89
China,Apples,Summer,74.55,2020.828918432812,10.47,79.12
France,Maze,Spring,75.72,2020.9519923888574,24.2,15.73
Germany,Wheat,Summer,18.03,2021.503531251673,84.29,41.22
United States,Cotton,Summer,52.68,2021.1228575401124,18.05,32.14
France,Apples,Summer,78.04,2020.4321180042782,14.71,78.45
Australia,Maze,Spring,74.49,2021.6450662176676,42.2,34.06
India,Plam Oil,Winter,31.21,2021.2347487349668,48.97,76.8
Africa,Plam Oil,Winter,43.66,2020.6235102162937,84.86,43.81
China,Plam Oil,Winter,16.18,2021.7649493036267,35.45,63.35
United States,Cotton,Winter,91.78,2021.7470843370647,14.17,39.17
India,Maze,Winter,35.39,2021.4362561690211,81.84,36.38
India,Cotton,Rainy Season,54.68,2021.1299724859468,57.52,82.48
France,Wheat,Fall,66.34,2021.4761674170359,34.12,47.81
China,Wheat,Winter,63.36,2020.1335405606917,28.64,30.57
Africa,Plam Oil,Rainy Season,43.99,2021.3954372591625,77.58,55.46
Australia,Wheat,Fall,29.89,2020.3950630408265,52.52,29.06
Germany,Cotton,Fall,59.07,2020.0151761388097,62.55,92.55
Germany,Cotton,Fall,26.61,2021.2640331088076,89.88,44.74
Australia,Cotton,Summer,37.29,2020.5706929733842,13.75,83.89
United States,Wheat,Fall,62.16,2021.4897301213816,42.26,89.15
France,Wheat,Winter,84.92,2020.3403915035983,41.07,88.94
Germany,Paddy,Rainy Season,18.2,2021.700383673391,41.15,52.32
Africa,Maze,Summer,38.8,2021.6268564073225,71.42,83.12
Germany,Maze,Fall,17.95,2020.2812656455721,19.27,37.31
France,Plam Oil,Rainy Season,57.22,2021.3225908331747,31.54,38.95
India,Plam Oil,Fall,67.89,2021.4314804317821,30.36,71.14
Germany,Maze,Winter,82.78,2021.380428973387,58.31,67.61
United States,Cotton,Summer,79.95,2021.426467274355,23.16,48.47
Germany,Wheat,Fall,37.05,2020.4543338593849,77.39,22.62
France,Cotton,Rainy Season,38.32,2021.7522622787235,24.14,66.0
Africa,Cotton,Spring,13.83,2020.3521878935805,16.57,28.44
India,Wheat,Summer,33.55,2020.5799473273137,66.85,43.29
Germany,Maze,Winter,38.78,2020.4026100016274,64.94,61.76
United States,Maze,Rainy Season,85.49,2021.4326666861398,19.01,74.06
Germany,Wheat,Rainy Season,79.93,2021.5381131732167,68.29,79.32
Africa,Apples,Summer,38.38,2021.1630192261475,35.56,21.25
Africa,Apples,Spring,53.19,2020.1271020132986,34.1,44.78
United States,Cotton,Spring,24.41,2021.0280116413776,81.08,25.25
Germany,Wheat,Winter,14.14,2021.6401898878776,10.78,25.6
France,Plam Oil,Fall,32.68,2021.8612871567389,53.93,40.52
Africa,Plam Oil,Summer,22.46,2021.7937190907285,43.52,40.81
France,Cotton,Spring,34.74,2020.1395730872407,53.01,30.49
Australia,Plam Oil,Summer,23.73,2021.6693480799356,31.64,30.83
United States,Sugar Cane,Rainy Season,33.26,2020.4724780855433,68.13,57.59
China,Wheat,Spring,21.22,2020.8351138840517,73.21,32.68
India,Apples,Spring,32.13,2021.3072903962343,46.17,46.87
Africa,Plam Oil,Summer,38.9,2021.2882644165888,52.1,14.82
France,Cotton,Rainy Season,66.81,2020.188125345559,26.25,51.88
France,Wheat,Rainy Season,26.58,2020.1030921678898,66.6,51.84
India,Cotton,Summer,58.47,2020.9100254204625,42.83,42.79
Africa,Paddy,Rainy Season,82.06,2021.4495102840474,17.25,30.47
Africa,Paddy,Summer,15.74,2021.2582039116148,31.57,19.18
Australia,Plam Oil,Fall,54.44,2020.1619641410603,24.91,54.35
France,Plam Oil,Fall,10.72,2021.6227645528907,76.78,41.35
Africa,Apples,Spring,55.93,2020.8164469055653,86.08,53.74
France,Apples,Rainy Season,15.72,2021.612714138604,61.71,20.21
Australia,Plam Oil,Summer,15.19,2021.0837019697178,38.65,80.47
Australia,Paddy,Fall,34.92,2021.842967828554,15.38,77.58
Australia,Wheat,Summer,49.92,2021.0105472089338,16.59,58.17
United States,Cotton,Rainy Season,68.4,2020.775441896768,92.61,77.7
France,Maze,Winter,91.75,2020.001102616416,20.5,66.33
India,Apples,Winter,81.79,2020.7526049493558,83.3,15.81
United States,Wheat,Winter,62.55,2020.7740010824004,72.65,40.12
India,Apples,Spring,45.48,2021.7039132821194,76.11,46.15
China,Sugar Cane,Winter,55.87,2021.5314953021025,17.46,72.8
Africa,Maze,Summer,39.09,2021.3859325850078,48.71,28.57
Germany,Sugar Cane,Winter,85.46,2021.3096589715926,26.55,38.23
United States,Apples,Rainy Season,63.81,2020.9514422176603,45.65,26.92
France,Paddy,Rainy Season,25.52,2020.1270226276363,51.89,66.53
China,Maze,Winter,16.91,2020.628595546827,51.57,43.75
United States,Apples,Fall,79.59,2020.342867818112,50.67,74.46
France,Maze,Fall,21.51,2020.476974641693,67.66,63.73
India,Maze,Winter,14.47,2021.667388083706,62.51,85.56
United States,Cotton,Winter,92.51,2020.1795518614965,58.14,19.18
Africa,Apples,Fall,42.43,2021.1649070433598,38.17,34.5
Australia,Maze,Rainy Season,15.41,2021.8936154869898,47.62,44.31
Germany,Wheat,Spring,34.0,2020.6348888058644,65.95,63.22
Germany,Apples,Winter,26.87,2020.4697256291136,91.33,15.6
Germany,Paddy,Spring,51.62,2020.9950033076213,78.09,35.77
France,Maze,Rainy Season,59.57,2021.0258063880588,80.67,83.96
Germany,Maze,Rainy Season,85.83,2021.9030858229667,16.8,80.22
United States,Plam Oil,Fall,39.0,2021.2014210239702,83.76,58.88
France,Wheat,Fall,74.28,2020.3750589958775,41.63,70.6
Australia,Maze,Summer,82.08,2021.9282051310308,53.73,81.86
Germany,Paddy,Spring,57.94,2021.7983562221273,90.83,89.41
Australia,Paddy,Rainy Season,23.85,2021.7609097743396,81.77,26.29
Australia,Plam Oil,Fall,54.97,2020.4152533182605,83.01,68.85
Africa,Cotton,Fall,19.52,2020.5933830488768,17.72,24.33
India,Wheat,Winter,38.2,2021.0916747761776,26.83,74.31
Africa,Wheat,Fall,27.22,2021.4253516151198,80.32,38.51
Australia,Maze,Winter,90.25,2020.6302427725545,74.42,67.7
France,Maze,Winter,58.45,2020.767867138179,85.88,60.59
India,Apples,Winter,39.85,2021.6810378871494,43.17,36.16
France,Wheat,Rainy Season,13.95,2020.1035867066255,82.83,49.62
France,Wheat,Winter,66.3,2021.5613586628142,84.67,28.54
Germany,Apples,Winter,53.16,2021.543001892826,57.92,23.04
United States,Apples,Spring,35.09,2021.8829676830571,80.42,30.92
China,Plam Oil,Rainy Season,86.39,2021.3988395705173,34.49,24.28
Africa,Maze,Fall,85.44,2020.961631116726,78.94,21.39
United States,Maze,Rainy Season,52.35,2020.574980871105,60.97,32.07
Germany,Apples,Fall,34.37,2020.7956210523257,74.45,49.36
Africa,Maze,Rainy Season,24.0,2021.5712031341122,86.49,17.27
United States,Cotton,Summer,78.96,2021.462348952969,87.76,72.03
Australia,Apples,Summer,11.2,2021.5878144222095,49.89,92.03
Germany,Maze,Spring,81.84,2020.3828370572476,41.09,66.74
India,Apples,Fall,27.65,2020.45247461792,87.16,34.21
India,Paddy,Spring,67.18,2021.2395082547084,48.17,36.91
France,Maze,Rainy Season,44.31,2021.4773606561826,48.54,12.53
Africa,Cotton,Fall,41.5,2021.5132469255507,76.54,46.52
France,Apples,Rainy Season,41.26,2020.5517721960937,83.93,82.77
Germany,Sugar Cane,Winter,27.46,2021.310008791094,25.11,64.15
Australia,Paddy,Rainy Season,32.24,2020.667191763099,29.03,69.49
United States,Cotton,Fall,50.62,2021.625502481026,69.19,39.25
Africa,Paddy,Spring,85.93,2021.2955822249037,70.9,21.23
India,Plam Oil,Rainy Season,74.92,2021.6547700755286,40.57,72.03
India,Sugar Cane,Summer,53.52,2021.2174619189188,25.86,29.39
France,Plam Oil,Summer,72.29,2020.3281085706355,61.49,65.3
India,Sugar Cane,Rainy Season,19.86,2021.8796093407934,43.47,53.75
Germany,Apples,Summer,86.98,2020.181627847817,48.43,18.67
France,Wheat,Rainy Season,18.71,2021.5868171064903,11.19,23.05
India,Paddy,Winter,56.43,2020.308069130425,65.02,60.06
Germany,Cotton,Rainy Season,49.4,2020.1625822984495,72.45,44.94
China,Sugar Cane,Spring,59.13,2021.0229852359782,24.43,63.16
Germany,Apples,Winter,67.86,2020.181886676599,87.16,39.35
Germany,Plam Oil,Spring,62.83,2021.7971996391066,42.44,12.68
China,Plam Oil,Summer,35.16,2021.731838484595,45.76,28.64
France,Apples,Spring,38.72,2021.7245692841743,21.99,71.01
China,Maze,Winter,42.95,2021.9719431170588,21.58,43.94
Germany,Apples,Fall,11.83,2020.0960495629415,40.16,53.25
United States,Maze,Winter,78.25,2020.7504327682002,36.33,59.97
Africa,Plam Oil,Summer,78.91,2021.5585537313368,83.7,70.77
India,Wheat,Summer,39.56,2020.2940627005084,48.02,59.88
India,Paddy,Summer,85.83,2021.7763562517794,89.85,18.31
United States,Plam Oil,Fall,67.89,2021.1443794890813,59.51,84.64
Africa,Paddy,Summer,31.73,2020.8356440970392,86.51,76.26
Germany,Wheat,Rainy Season,89.98,2020.194933774484,70.35,44.41
United States,Plam Oil,Fall,69.04,2020.9318009160652,48.63,86.33
United States,Wheat,Fall,23.32,2020.0405558632153,40.35,52.57
India,Apples,Winter,53.23,2020.5950202646018,89.65,33.82
Germany,Cotton,Summer,10.31,2021.959613673665,80.62,14.71
Australia,Plam Oil,Spring,79.11,2021.3417934995932,74.27,32.19
Australia,Cotton,Spring,88.06,2021.0748513997837,90.61,40.7
Africa,Plam Oil,Summer,86.33,2020.5593812807579,64.53,41.85
United States,Maze,Spring,75.89,2021.9023354454293,23.54,39.08
China,Plam Oil,Summer,13.07,2020.4863046968042,33.06,27.67
India,Wheat,Summer,23.02,2021.4506108814119,14.11,55.71
Australia,Wheat,Rainy Season,53.51,2021.4544929664878,25.91,79.6
Germany,Wheat,Rainy Season,36.66,2021.4416249725966,32.9,18.26
France,Cotton,Summer,61.9,2021.6899040568683,27.48,41.78
Germany,Wheat,Winter,35.37,2020.3639245760467,60.4,34.08
Germany,Paddy,Winter,63.18,2021.8586151559477,16.01,34.04
France,Apples,Rainy Season,18.44,2020.8261485096111,11.97,44.7
United States,Maze,Summer,36.46,2020.2933502488952,44.69,29.34
Germany,Maze,Rainy Season,13.32,2020.4863997440618,86.43,45.77
Germany,Maze,Rainy Season,83.24,2021.6954708209562,65.73,82.88
India,Wheat,Spring,18.8,2020.334741733326,55.52,11.79
China,Apples,Fall,26.81,2020.868640955692,36.38,24.87
Australia,Sugar Cane,Summer,31.46,2020.6857592952126,63.05,29.0
Africa,Cotton,Rainy Season,75.81,2021.3884141017397,84.49,29.95
United States,Paddy,Rainy Season,32.52,2021.937622359156,26.39,48.25
Australia,Apples,Summer,15.24,2020.687101075036,18.48,13.31
India,Paddy,Summer,39.4,2021.2159415686976,16.31,59.11
France,Wheat,Rainy Season,84.1,2020.1567466366137,82.86,42.47
France,Maze,Winter,77.25,2021.9932984082172,16.73,25.42
Germany,Paddy,Summer,43.91,2021.723115975179,12.78,81.37
Germany,Apples,Fall,47.14,2021.681702200545,66.68,90.52
India,Plam Oil,Summer,68.92,2021.416557090741,42.74,12.72
Germany,Sugar Cane,Winter,88.81,2021.957364061736,45.66,17.84
Africa,Cotton,Rainy Season,38.17,2020.8241808615703,88.19,33.38
India,Cotton,Fall,65.78,2021.0168932132258,82.04,36.73
United States,Sugar Cane,Spring,80.34,2020.500687867229,14.98,47.52
Australia,Apples,Summer,83.64,2021.1131030364345,29.08,72.94
India,Cotton,Winter,43.78,2021.0679643382127,19.64,20.0
Africa,Cotton,Spring,20.94,2021.2118298413584,75.97,91.04
France,Cotton,Winter,86.94,2021.5217779266918,87.45,30.92
Germany,Maze,Fall,46.96,2021.9594424871361,90.54,83.64
India,Cotton,Summer,37.44,2020.0047717931427,38.05,83.67
Africa,Plam Oil,Summer,40.27,2021.3222942740997,65.98,49.87
United States,Paddy,Fall,25.77,2020.5952524061252,45.86,71.48
France,Cotton,Winter,45.23,2021.6586793859344,66.56,48.08
China,Wheat,Fall,89.59,2020.3310548417855,68.29,74.96
Australia,Cotton,Fall,57.79,2020.6627519962635,12.04,48.02
United States,Apples,Rainy Season,45.57,2020.2145489016398,92.52,48.44
Africa,Plam Oil,Fall,39.97,2020.298137930108,37.01,44.46
Australia,Paddy,Rainy Season,37.76,2020.3775921090878,24.65,11.96
India,Sugar Cane,Rainy Season,18.32,2021.9821324709794,82.93,50.09
Australia,Wheat,Summer,30.5,2021.9342526875516,67.04,24.1
Africa,Wheat,Rainy Season,43.82,2021.758546441477,51.81,33.22
France,Paddy,Spring,14.91,2021.894700856259,36.93,60.71
Africa,Maze,Winter,22.18,2020.713894819472,64.36,63.34
India,Paddy,Fall,47.68,2020.2391448581038,34.44,63.32
France,Wheat,Spring,40.76,2020.9193249118273,52.64,13.98
India,Sugar Cane,Winter,92.49,2020.0796903399096,71.06,84.9
Germany,Cotton,Winter,69.21,2021.8171018765802,40.25,38.56
Africa,Maze,Rainy Season,40.56,2021.2328926492999,78.09,38.86
France,Wheat,Summer,40.01,2020.5651317828142,63.1,82.55
Germany,Wheat,Fall,65.26,2021.8836612005123,39.31,76.49
France,Paddy,Spring,55.33,2021.6833176469156,18.03,14.44
Germany,Paddy,Winter,56.16,2020.9055519500666,15.81,45.11
Germany,Wheat,Spring,78.39,2021.873348570849,18.99,19.2
Germany,Wheat,Rainy Season,14.85,2020.709201785054,76.12,11.68
Australia,Cotton,Summer,52.76,2020.6308332199508,87.4,63.4
Australia,Paddy,Spring,57.18,2020.7889823785972,38.78,60.4
China,Plam Oil,Fall,90.81,2021.8001964776781,63.43,16.44
United States,Apples,Fall,73.71,2020.0331754516458,56.45,76.61
France,Wheat,Summer,90.63,2020.4630426211722,48.61,62.1
Australia,Cotton,Winter,49.19,2021.6576677771216,33.27,54.5
Africa,Sugar Cane,Rainy Season,83.36,2020.6905388702514,81.63,52.01
India,Wheat,Spring,58.62,2021.0156922902884,24.72,33.48
United States,Maze,Summer,62.99,2020.077613798124,69.34,30.21
United States,Wheat,Winter,50.39,2020.5908414573632,47.55,51.41
France,Wheat,Summer,41.42,2021.81880163523,15.04,61.66
United States,Wheat,Winter,83.3,2020.5503098936765,36.98,33.18
France,Wheat,Summer,87.11,2020.5876150298627,63.35,47.17
Australia,Sugar Cane,Rainy Season,35.19,2021.8965278598025,78.47,31.89
Australia,Sugar Cane,Fall,65.2,2020.0343651428298,32.56,10.89
Germany,Plam Oil,Fall,69.32,2020.9564994969862,46.13,17.62
India,Plam Oil,Rainy Season,87.1,2020.093248871031,91.09,47.98
India,Cotton,Summer,49.85,2021.522806083665,55.99,11.31
Germany,Plam Oil,Spring,81.95,2020.5064312752,57.62,28.34
India,Wheat,Rainy Season,54.38,2021.633766486938,66.91,40.68
Australia,Maze,Rainy Season,12.14,2021.6505129904426,51.25,35.06
India,Wheat,Summer,80.97,2021.299735628398,24.37,92.83
Australia,Maze,Rainy Season,18.82,2021.023704156947,92.81,92.6
China,Wheat,Fall,34.98,2021.9207390672864,56.61,28.62
Germany,Wheat,Rainy Season,33.27,2021.477954049368,18.0,44.93
France,Plam Oil,Winter,88.66,2021.2527854304583,35.39,87.2
Africa,Maze,Summer,28.97,2021.833283240374,65.87,78.87
Australia,Wheat,Winter,56.47,2021.2145302678794,12.61,70.02
Australia,Plam Oil,Fall,30.43,2021.8641254365346,17.76,28.61
France,Maze,Winter,62.34,2020.010256307076,49.8,53.92
Australia,Maze,Rainy Season,82.83,2020.1739108730085,49.54,32.75
China,Paddy,Rainy Season,31.65,2020.1321467787755,50.83,37.02
Germany,Cotton,Winter,19.08,2020.405249888887,91.08,80.98
Germany,Sugar Cane,Winter,19.23,2020.1299937244419,28.97,27.95
India,Cotton,Summer,10.84,2021.8216880825196,68.81,54.81
Australia,Sugar Cane,Winter,11.0,2021.567632185422,50.07,48.89
France,Apples,Fall,74.73,2020.5462429370607,42.49,14.75
Africa,Apples,Spring,28.11,2021.6299934601325,55.12,34.79
United States,Sugar Cane,Rainy Season,72.45,2020.716076004635,60.99,78.24
Germany,Wheat,Rainy Season,85.79,2021.072919267044,20.96,80.78
Australia,Maze,Summer,79.1,2020.458750154635,63.01,40.1
Australia,Plam Oil,Spring,32.58,2021.0657585133692,44.94,81.12
Germany,Sugar Cane,Winter,69.39,2020.877079531629,26.18,42.29
France,Maze,Summer,87.49,2021.3297965216823,23.84,60.59
United States,Wheat,Summer,39.31,2021.5961504187785,20.64,31.58
China,Wheat,Winter,71.69,2021.1354768797362,21.41,52.28
China,Cotton,Summer,12.76,2020.6357534500034,75.73,55.68
China,Sugar Cane,Winter,55.29,2021.7830180196206,48.44,75.49
Africa,Cotton,Rainy Season,74.17,2020.252813950185,18.87,53.64
India,Maze,Fall,61.79,2021.4432291364892,49.24,65.52
Africa,Maze,Summer,58.42,2021.9217603856732,79.87,11.55
United States,Plam Oil,Fall,53.81,2021.601534575433,14.07,69.19
China,Maze,Spring,86.53,2021.8924871427214,67.42,60.23
China,Maze,Spring,11.98,2021.817520826893,25.75,17.87
United States,Paddy,Spring,40.93,2020.5029242224498,26.58,39.48
Australia,Plam Oil,Summer,83.66,2020.642498428898,57.56,69.39
India,Cotton,Winter,40.51,2021.5535177861784,12.95,74.35
Australia,Maze,Fall,32.89,2020.5846507920942,76.8,49.0
India,Cotton,Winter,10.94,2021.0489112275152,37.95,40.64
Australia,Sugar Cane,Rainy Season,26.06,2020.5276881053037,21.1,66.68
United States,Maze,Fall,69.52,2020.5427218692894,12.26,28.61
China,Cotton,Fall,11.83,2021.0319625491497,74.58,52.02
Australia,Apples,Fall,33.07,2020.0592599339466,86.78,82.62
Australia,Sugar Cane,Rainy Season,51.26,2021.012668944878,34.96,56.11
Australia,Cotton,Fall,32.72,2020.7388140140085,10.44,37.6
Germany,Cotton,Spring,88.42,2020.7221490072225,82.97,16.34
China,Sugar Cane,Spring,36.14,2020.9298795895409,87.2,15.9
United States,Maze,Spring,21.93,2020.1650729950397,88.52,72.68
India,Wheat,Winter,75.21,2020.41412838014,87.69,43.04
Australia,Plam Oil,Rainy Season,20.58,2020.570690916153,81.72,79.76
